country,Code,Date,total_vaccinations
Wales,,2020-12-20,23575
Wales,,2020-12-27,35952
Wales,,2021-01-03,49957
Wales,,2021-01-10,86118
Wales,,2021-01-11,91336
Wales,,2021-01-12,101479
Wales,,2021-01-13,113094
Wales,,2021-01-14,126504
Wales,,2021-01-17,151938
Wales,,2021-01-18,162197
Wales,,2021-01-19,176186
Wales,,2021-01-20,190831
Wales,,2021-01-21,212732
Wales,,2021-01-22,241016
Wales,,2021-01-23,265054
Wales,,2021-01-24,271376
Wales,,2021-01-25,290147
Wales,,2021-01-26,312944
Wales,,2021-01-27,336745
Wales,,2021-01-28,362970
Wales,,2021-01-29,378950
Wales,,2021-01-30,404249
Wales,,2021-01-31,417147
Wales,,2021-02-01,440706
Wales,,2021-02-02,463657
World,OWID_WRL,2020-12-15,1528500
World,OWID_WRL,2020-12-19,1537291
World,OWID_WRL,2020-12-20,2770486
World,OWID_WRL,2020-12-21,2853152
World,OWID_WRL,2020-12-22,2920912
World,OWID_WRL,2020-12-23,3415488
World,OWID_WRL,2020-12-24,3502196
World,OWID_WRL,2020-12-25,3545191
World,OWID_WRL,2020-12-26,4543946
World,OWID_WRL,2020-12-27,5026959
World,OWID_WRL,2020-12-28,5392390
World,OWID_WRL,2020-12-29,5642177
World,OWID_WRL,2020-12-30,6612894
World,OWID_WRL,2020-12-31,9898433
World,OWID_WRL,2021-01-01,10010167
World,OWID_WRL,2021-01-02,12409736
World,OWID_WRL,2021-01-03,13044499
World,OWID_WRL,2021-01-04,13828573
World,OWID_WRL,2021-01-05,15362171
World,OWID_WRL,2021-01-06,16308015
World,OWID_WRL,2021-01-07,17542949
World,OWID_WRL,2021-01-08,18916732
World,OWID_WRL,2021-01-09,23742273
World,OWID_WRL,2021-01-10,25367117
World,OWID_WRL,2021-01-11,28439541
World,OWID_WRL,2021-01-12,29824166
World,OWID_WRL,2021-01-13,33248163
World,OWID_WRL,2021-01-14,35763860
World,OWID_WRL,2021-01-15,38492719
World,OWID_WRL,2021-01-16,39492708
World,OWID_WRL,2021-01-17,40386610
World,OWID_WRL,2021-01-18,41805740
World,OWID_WRL,2021-01-19,46835358
World,OWID_WRL,2021-01-20,54287962
World,OWID_WRL,2021-01-21,57428618
World,OWID_WRL,2021-01-22,61231220
World,OWID_WRL,2021-01-23,64194696
World,OWID_WRL,2021-01-24,66606255
World,OWID_WRL,2021-01-25,69274512
World,OWID_WRL,2021-01-26,71854712
World,OWID_WRL,2021-01-27,82937473
World,OWID_WRL,2021-01-28,87155055
World,OWID_WRL,2021-01-29,91487596
World,OWID_WRL,2021-01-30,95190511
World,OWID_WRL,2021-01-31,99341608
World,OWID_WRL,2021-02-01,102375261
World,OWID_WRL,2021-02-02,104823090
World,OWID_WRL,2021-02-03,107340447
